Payment Date,Tender,Card Brand,Amount
30-Mar-2020 02:28 PM EDT,Debit Card,MC,6.47
30-Mar-2020 01:54 PM EDT,Credit Card,VISA,12.94
30-Mar-2020 01:32 PM EDT,Debit Card,VISA,12.94
29-Mar-2020 06:23 PM EDT,Debit Card,VISA,7.07
29-Mar-2020 06:21 PM EDT,Debit Card,VISA,6.83
29-Mar-2020 05:34 PM EDT,Debit Card,VISA,23.73
29-Mar-2020 05:33 PM EDT,Debit Card,MC,11.73
29-Mar-2020 04:07 PM EDT,Debit Card,MC,4.35
28-Mar-2020 08:32 PM EDT,Debit Card,MC,8.85
28-Mar-2020 04:41 PM EDT,Debit Card,MC,10.53
28-Mar-2020 03:52 PM EDT,Credit Card,VISA,19.52
27-Mar-2020 08:17 PM EDT,Credit Card,VISA,8.42
27-Mar-2020 07:06 PM EDT,Debit Card,MC,9.55
27-Mar-2020 06:39 PM EDT,Debit Card,VISA,18.25
27-Mar-2020 05:02 PM EDT,Credit Card,MC,7.02
27-Mar-2020 05:01 PM EDT,Debit Card,MC,7.58
27-Mar-2020 04:21 PM EDT,Credit Card,VISA,23.45
27-Mar-2020 03:41 PM EDT,Credit Card,VISA,25.69
27-Mar-2020 03:38 PM EDT,Credit Card,MC,9.55
26-Mar-2020 03:38 PM EDT,Debit Card,VISA,19.38
26-Mar-2020 03:31 PM EDT,Cash,,8.42
26-Mar-2020 02:07 PM EDT,Cash,,6.6
26-Mar-2020 02:07 PM EDT,Cash,,6.32
26-Mar-2020 02:05 PM EDT,Debit Card,VISA,11.12
25-Mar-2020 03:01 PM EDT,Credit Card,VISA,6.88
25-Mar-2020 02:38 PM EDT,Credit Card,VISA,27.24
24-Mar-2020 08:39 PM EDT,Debit Card,MC,8
24-Mar-2020 05:17 PM EDT,Debit Card,VISA,20.5
24-Mar-2020 04:23 PM EDT,Cash,,12.78
23-Mar-2020 07:30 PM EDT,Debit Card,VISA,6.47
23-Mar-2020 07:30 PM EDT,Credit Card,VISA,19.41
23-Mar-2020 07:29 PM EDT,Debit Card,MC,6.47
23-Mar-2020 05:20 PM EDT,Debit Card,MC,12.94
22-Mar-2020 07:35 PM EDT,Debit Card,MC,8.56
22-Mar-2020 07:34 PM EDT,Credit Card,MC,8.56
22-Mar-2020 06:58 PM EDT,Debit Card,MC,10.82
22-Mar-2020 06:56 PM EDT,Debit Card,MC,8.42
22-Mar-2020 06:15 PM EDT,Credit Card,VISA,17.41
22-Mar-2020 03:38 PM EDT,Cash,,21.62
22-Mar-2020 01:29 PM EDT,Debit Card,VISA,4.43
21-Mar-2020 07:51 PM EDT,Credit Card,MC,28.73
21-Mar-2020 06:23 PM EDT,Credit Card,VISA,9.41
21-Mar-2020 05:26 PM EDT,Credit Card,DISCOVER,21.06
21-Mar-2020 04:46 PM EDT,Credit Card,VISA,15.58
20-Mar-2020 06:21 PM EDT,Debit Card,VISA,11.65
20-Mar-2020 05:24 PM EDT,Credit Card,MC,17.82
20-Mar-2020 04:58 PM EDT,Credit Card,VISA,6.18
20-Mar-2020 04:36 PM EDT,Cash,,8.56
19-Mar-2020 08:39 PM EDT,Debit Card,MC,11.51
19-Mar-2020 04:02 PM EDT,Cash,,8.99
19-Mar-2020 03:43 PM EDT,Credit Card,VISA,37.07
19-Mar-2020 03:42 PM EDT,Debit Card,VISA,10.53
19-Mar-2020 02:32 PM EDT,Credit Card,MC,15.16
18-Mar-2020 06:28 PM EDT,Credit Card,MC,6.32
18-Mar-2020 05:06 PM EDT,Gift Cards,,7.02
17-Mar-2020 07:31 PM EDT,Debit Card,MC,6.32
17-Mar-2020 07:31 PM EDT,Cash,,7.02
17-Mar-2020 07:01 PM EDT,Debit Card,VISA,9.13
17-Mar-2020 03:52 PM EDT,Cash,,9.27
17-Mar-2020 02:54 PM EDT,Debit Card,MC,12.88
17-Mar-2020 01:18 PM EDT,Debit Card,MC,10.53
17-Mar-2020 12:28 PM EDT,Cash,,14.18
17-Mar-2020 12:28 PM EDT,Debit Card,VISA,11.23
16-Mar-2020 07:45 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 07:45 PM EDT,Debit Card,MC,6.47
16-Mar-2020 07:43 PM EDT,Cash,,12.94
16-Mar-2020 07:41 PM EDT,Cash,,6.47
16-Mar-2020 07:41 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 07:36 PM EDT,Debit Card,VISA,12.94
16-Mar-2020 07:19 PM EDT,Cash,,12.94
16-Mar-2020 07:17 PM EDT,Cash,,6.47
16-Mar-2020 07:14 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 07:14 PM EDT,Credit Card,AMEX,6.47
16-Mar-2020 07:13 PM EDT,Cash,,12.94
16-Mar-2020 07:12 PM EDT,Cash,,6.47
16-Mar-2020 07:11 PM EDT,Cash,,6.47
16-Mar-2020 06:59 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 06:58 PM EDT,Cash,,12.94
16-Mar-2020 06:54 PM EDT,Cash,,6.47
16-Mar-2020 06:54 PM EDT,Debit Card,MC,12.94
16-Mar-2020 06:52 PM EDT,Debit Card,MC,38.82
16-Mar-2020 06:48 PM EDT,Debit Card,MC,12.94
16-Mar-2020 06:46 PM EDT,Debit Card,MC,12.94
16-Mar-2020 06:45 PM EDT,Debit Card,MC,12.94
16-Mar-2020 06:17 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 06:15 PM EDT,Cash,,25.88
16-Mar-2020 06:11 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 05:59 PM EDT,Cash,,6.47
16-Mar-2020 05:58 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 05:53 PM EDT,Debit Card,MC,12.94
16-Mar-2020 05:52 PM EDT,Debit Card,MC,6.47
16-Mar-2020 05:51 PM EDT,Cash,,12.94
16-Mar-2020 05:48 PM EDT,Cash,,6.47
16-Mar-2020 05:48 PM EDT,Cash,,6.47
16-Mar-2020 05:42 PM EDT,Debit Card,VISA,12.94
16-Mar-2020 05:38 PM EDT,Debit Card,MC,6.47
16-Mar-2020 05:37 PM EDT,Cash,,6.47
16-Mar-2020 05:37 PM EDT,Cash,,6.47
16-Mar-2020 05:29 PM EDT,Cash,,6.47
16-Mar-2020 05:25 PM EDT,Debit Card,MC,12.94
16-Mar-2020 05:24 PM EDT,Cash,,12.94
16-Mar-2020 05:22 PM EDT,Credit Card,VISA,6.47
16-Mar-2020 05:19 PM EDT,Cash,,12.94
16-Mar-2020 05:17 PM EDT,Credit Card,MC,12.94
16-Mar-2020 05:16 PM EDT,Debit Card,VISA,1.56
16-Mar-2020 05:12 PM EDT,Cash,,2.96
16-Mar-2020 04:51 PM EDT,Cash,,12.94
16-Mar-2020 04:40 PM EDT,Cash,,12.94
16-Mar-2020 04:30 PM EDT,Debit Card,MC,6.47
16-Mar-2020 04:30 PM EDT,Cash,,6.47
16-Mar-2020 04:28 PM EDT,Debit Card,MC,12.94
16-Mar-2020 04:09 PM EDT,Cash,,6.47
16-Mar-2020 04:08 PM EDT,Cash,,6.47
16-Mar-2020 04:07 PM EDT,Cash,,12.94
16-Mar-2020 04:06 PM EDT,Cash,,6.47
16-Mar-2020 04:05 PM EDT,Cash,,6.47
16-Mar-2020 04:00 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 03:44 PM EDT,Debit Card,MC,6.47
16-Mar-2020 03:44 PM EDT,Cash,,1.98
16-Mar-2020 03:34 PM EDT,Cash,,6.47
16-Mar-2020 03:33 PM EDT,Cash,,6.47
16-Mar-2020 03:33 PM EDT,Cash,,12.94
16-Mar-2020 03:32 PM EDT,Cash,,6.47
16-Mar-2020 03:25 PM EDT,Debit Card,MC,6.47
16-Mar-2020 03:24 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 03:24 PM EDT,Debit Card,MC,6.47
16-Mar-2020 03:23 PM EDT,Gift Cards,,6.47
16-Mar-2020 03:11 PM EDT,Debit Card,VISA,1.08
16-Mar-2020 03:06 PM EDT,Debit Card,VISA,12.94
16-Mar-2020 03:06 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 02:50 PM EDT,Credit Card,VISA,12.94
16-Mar-2020 02:42 PM EDT,Debit Card,VISA,12.94
16-Mar-2020 02:29 PM EDT,Debit Card,MC,12.94
16-Mar-2020 01:49 PM EDT,Cash,,12.94
16-Mar-2020 01:47 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 01:36 PM EDT,Gift Cards,,6.47
16-Mar-2020 01:34 PM EDT,Debit Card,VISA,3.49
16-Mar-2020 01:34 PM EDT,Gift Cards,,9.45
16-Mar-2020 01:26 PM EDT,Cash,,6.47
16-Mar-2020 01:26 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 01:23 PM EDT,Cash,,12.94
16-Mar-2020 01:21 PM EDT,Cash,,4.21
16-Mar-2020 01:02 PM EDT,Debit Card,MC,6.47
16-Mar-2020 01:02 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 01:01 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 01:01 PM EDT,Debit Card,VISA,6.47
16-Mar-2020 12:53 PM EDT,Gift Cards,,9.41
16-Mar-2020 12:53 PM EDT,Gift Cards,,10
16-Mar-2020 12:45 PM EDT,Cash,,12.94
16-Mar-2020 12:44 PM EDT,Cash,,12.94
16-Mar-2020 12:01 PM EDT,Cash,,19.41
15-Mar-2020 09:52 PM EDT,Debit Card,VISA,11.23
15-Mar-2020 09:46 PM EDT,Cash,,10.53
15-Mar-2020 08:20 PM EDT,Credit Card,VISA,5.62
15-Mar-2020 08:19 PM EDT,Credit Card,MC,6.32
15-Mar-2020 08:17 PM EDT,Debit Card,VISA,5.62
15-Mar-2020 08:11 PM EDT,Cash,,10.53
15-Mar-2020 07:57 PM EDT,Credit Card,AMEX,16.85
15-Mar-2020 07:18 PM EDT,Cash,,3.51
15-Mar-2020 07:04 PM EDT,Cash,,6.32
15-Mar-2020 07:04 PM EDT,Cash,,4.21
15-Mar-2020 07:03 PM EDT,Cash,,2.81
15-Mar-2020 07:02 PM EDT,Cash,,5.62
15-Mar-2020 07:01 PM EDT,Debit Card,VISA,17.55
15-Mar-2020 06:57 PM EDT,Debit Card,VISA,14.04
15-Mar-2020 06:53 PM EDT,Cash,,15.44
15-Mar-2020 06:51 PM EDT,Cash,,4.91
15-Mar-2020 06:50 PM EDT,Cash,,3.51
15-Mar-2020 06:10 PM EDT,Debit Card,VISA,13.34
15-Mar-2020 05:47 PM EDT,Debit Card,VISA,9.83
15-Mar-2020 05:46 PM EDT,Debit Card,VISA,4.91
15-Mar-2020 05:46 PM EDT,Debit Card,VISA,6.32
15-Mar-2020 05:36 PM EDT,Debit Card,MC,16.85
15-Mar-2020 05:15 PM EDT,Credit Card,VISA,5.62
15-Mar-2020 04:30 PM EDT,Cash,,11.23
15-Mar-2020 04:02 PM EDT,Cash,,14.04
15-Mar-2020 03:51 PM EDT,Debit Card,VISA,17.55
15-Mar-2020 02:54 PM EDT,Debit Card,VISA,8.42
15-Mar-2020 02:40 PM EDT,Debit Card,MC,9.83
15-Mar-2020 02:31 PM EDT,Debit Card,MC,14.04
15-Mar-2020 02:00 PM EDT,Debit Card,MC,4.91
15-Mar-2020 12:58 PM EDT,Cash,,17.55
15-Mar-2020 12:57 PM EDT,Cash,,4.91
15-Mar-2020 12:57 PM EDT,Credit Card,VISA,15.44
14-Mar-2020 08:45 PM EDT,Debit Card,MC,7.86
14-Mar-2020 08:45 PM EDT,Debit Card,MC,12.36
14-Mar-2020 08:44 PM EDT,Debit Card,MC,21.06
14-Mar-2020 07:46 PM EDT,Debit Card,MC,39.31
14-Mar-2020 07:16 PM EDT,Debit Card,VISA,15.72
14-Mar-2020 06:38 PM EDT,Debit Card,MC,16.01
14-Mar-2020 06:25 PM EDT,Debit Card,VISA,6.88
14-Mar-2020 05:57 PM EDT,Debit Card,VISA,11.79
14-Mar-2020 05:20 PM EDT,Debit Card,VISA,12.36
14-Mar-2020 04:38 PM EDT,Debit Card,VISA,19.66
14-Mar-2020 04:30 PM EDT,Debit Card,VISA,20.22
14-Mar-2020 04:28 PM EDT,Debit Card,MC,22.6
14-Mar-2020 03:56 PM EDT,Credit Card,MC,33.27
14-Mar-2020 03:34 PM EDT,Debit Card,MC,11.93
14-Mar-2020 02:15 PM EDT,Credit Card,VISA,13.76
14-Mar-2020 02:07 PM EDT,Debit Card,VISA,8.56
14-Mar-2020 02:07 PM EDT,Debit Card,VISA,9.41
14-Mar-2020 12:43 PM EDT,Debit Card,MC,48.86
14-Mar-2020 12:35 PM EDT,Credit Card,MC,25.97
14-Mar-2020 12:17 PM EDT,Debit Card,MC,8.09
14-Mar-2020 12:00 PM EDT,Credit Card,VISA,32.85
13-Mar-2020 09:11 PM EDT,Debit Card,VISA,8.28
13-Mar-2020 09:11 PM EDT,Debit Card,MC,9.69
13-Mar-2020 09:10 PM EDT,Credit Card,DISCOVER,3.93
13-Mar-2020 09:09 PM EDT,Debit Card,VISA,8.28
13-Mar-2020 09:08 PM EDT,Debit Card,MC,9.69
13-Mar-2020 09:07 PM EDT,Debit Card,MC,6.32
13-Mar-2020 08:58 PM EDT,Debit Card,MC,31.87
13-Mar-2020 08:52 PM EDT,Debit Card,VISA,7.3
13-Mar-2020 08:52 PM EDT,Debit Card,MC,6.32
13-Mar-2020 08:22 PM EDT,Debit Card,MC,8
13-Mar-2020 08:20 PM EDT,Debit Card,VISA,14.18
13-Mar-2020 08:17 PM EDT,Credit Card,MC,14.18
13-Mar-2020 08:06 PM EDT,Debit Card,MC,31.87
13-Mar-2020 07:44 PM EDT,Debit Card,MC,28.36
13-Mar-2020 06:27 PM EDT,Debit Card,VISA,7.16
13-Mar-2020 06:18 PM EDT,Debit Card,MC,9.55
13-Mar-2020 04:36 PM EDT,Credit Card,MC,13.34
13-Mar-2020 04:13 PM EDT,Debit Card,MC,4.91
13-Mar-2020 03:55 PM EDT,Cash,,3.51
13-Mar-2020 03:55 PM EDT,Cash,,2.81
13-Mar-2020 03:32 PM EDT,Cash,,6.46
13-Mar-2020 03:32 PM EDT,Cash,,6.32
13-Mar-2020 02:01 PM EDT,Debit Card,MC,5.62
13-Mar-2020 01:20 PM EDT,Cash,,15.44
13-Mar-2020 01:17 PM EDT,Cash,,5.62
13-Mar-2020 12:26 PM EDT,Cash,,3.51
13-Mar-2020 12:25 PM EDT,Debit Card,VISA,11.23
12-Mar-2020 09:34 PM EDT,Debit Card,MC,12.17
12-Mar-2020 08:10 PM EDT,Debit Card,MC,6.6
12-Mar-2020 07:55 PM EDT,Debit Card,MC,8.14
12-Mar-2020 07:54 PM EDT,Debit Card,MC,9.27
12-Mar-2020 07:53 PM EDT,Credit Card,VISA,18.11
12-Mar-2020 07:44 PM EDT,Debit Card,VISA,12.07
12-Mar-2020 07:06 PM EDT,Debit Card,VISA,7.44
12-Mar-2020 06:39 PM EDT,Debit Card,VISA,22.89
12-Mar-2020 05:03 PM EDT,Cash,,0.01
12-Mar-2020 05:03 PM EDT,Cash,,0.01
12-Mar-2020 05:02 PM EDT,Debit Card,VISA,18.25
12-Mar-2020 03:56 PM EDT,Credit Card,VISA,15.79
12-Mar-2020 03:26 PM EDT,Credit Card,VISA,6.19
12-Mar-2020 02:29 PM EDT,Credit Card,VISA,15.16
12-Mar-2020 01:56 PM EDT,Credit Card,VISA,7.83
12-Mar-2020 01:53 PM EDT,Credit Card,MC,6.57
12-Mar-2020 01:42 PM EDT,Credit Card,VISA,7.96
12-Mar-2020 01:39 PM EDT,Credit Card,VISA,5.68
12-Mar-2020 01:14 PM EDT,Credit Card,MC,9.67
11-Mar-2020 09:33 PM EDT,Debit Card,VISA,6.6
11-Mar-2020 09:11 PM EDT,Debit Card,MC,8.85
11-Mar-2020 09:11 PM EDT,Debit Card,VISA,9.27
11-Mar-2020 09:10 PM EDT,Debit Card,MC,8
11-Mar-2020 08:49 PM EDT,Debit Card,VISA,12.13
11-Mar-2020 08:20 PM EDT,Credit Card,VISA,5.62
11-Mar-2020 08:13 PM EDT,Cash,,10.39
11-Mar-2020 07:55 PM EDT,Credit Card,VISA,10.25
11-Mar-2020 07:49 PM EDT,Debit Card,VISA,14.74
11-Mar-2020 07:34 PM EDT,Cash,,10.39
11-Mar-2020 07:26 PM EDT,Debit Card,MC,8.7
11-Mar-2020 07:25 PM EDT,Debit Card,MC,7.58
11-Mar-2020 07:25 PM EDT,Debit Card,MC,11.93
11-Mar-2020 07:18 PM EDT,Debit Card,MC,36.22
11-Mar-2020 07:03 PM EDT,Cash,,5.19
11-Mar-2020 07:01 PM EDT,Cash,,8.92
11-Mar-2020 06:28 PM EDT,Credit Card,VISA,10.49
11-Mar-2020 05:59 PM EDT,Debit Card,VISA,19.34
11-Mar-2020 03:49 PM EDT,Debit Card,VISA,9.27
11-Mar-2020 03:48 PM EDT,Debit Card,VISA,7.86
11-Mar-2020 03:37 PM EDT,Debit Card,VISA,8.6
11-Mar-2020 03:37 PM EDT,Debit Card,VISA,7.86
11-Mar-2020 03:22 PM EDT,Credit Card,MC,5.62
11-Mar-2020 03:21 PM EDT,Debit Card,VISA,9.62
11-Mar-2020 03:21 PM EDT,Cash,,11.79
11-Mar-2020 03:20 PM EDT,Debit Card,VISA,7.58
11-Mar-2020 03:12 PM EDT,Debit Card,VISA,6.6
11-Mar-2020 03:00 PM EDT,Debit Card,VISA,5.34
11-Mar-2020 02:26 PM EDT,Credit Card,VISA,11.65
11-Mar-2020 01:49 PM EDT,Debit Card,VISA,18.25
11-Mar-2020 12:42 PM EDT,Credit Card,VISA,6.32
10-Mar-2020 09:24 PM EDT,Cash,,15.44
10-Mar-2020 08:55 PM EDT,Cash,,6.32
10-Mar-2020 08:12 PM EDT,Debit Card,MC,4.49
10-Mar-2020 08:12 PM EDT,Cash,,5.19
10-Mar-2020 08:11 PM EDT,Credit Card,DISCOVER,6.32
10-Mar-2020 08:11 PM EDT,Credit Card,DISCOVER,5.62
10-Mar-2020 08:10 PM EDT,Debit Card,MC,5.48
10-Mar-2020 08:10 PM EDT,Debit Card,VISA,6.32
10-Mar-2020 08:10 PM EDT,Debit Card,VISA,4.21
10-Mar-2020 08:09 PM EDT,Debit Card,MC,11.23
10-Mar-2020 08:09 PM EDT,Debit Card,VISA,4.21
10-Mar-2020 08:07 PM EDT,Debit Card,VISA,9.83
10-Mar-2020 08:05 PM EDT,Debit Card,VISA,3.51
10-Mar-2020 08:03 PM EDT,Debit Card,VISA,3.51
10-Mar-2020 07:52 PM EDT,Cash,,4.16
10-Mar-2020 07:42 PM EDT,Cash,,7.72
10-Mar-2020 07:42 PM EDT,Cash,,13.34
10-Mar-2020 07:32 PM EDT,Debit Card,VISA,11.93
10-Mar-2020 07:31 PM EDT,Cash,,9.83
10-Mar-2020 07:31 PM EDT,Debit Card,VISA,6.32
10-Mar-2020 07:30 PM EDT,Credit Card,DISCOVER,9.83
10-Mar-2020 07:28 PM EDT,Credit Card,MC,11.93
10-Mar-2020 07:03 PM EDT,Debit Card,MC,10.53
10-Mar-2020 07:02 PM EDT,Debit Card,MC,6.32
10-Mar-2020 06:16 PM EDT,Credit Card,MC,9.27
10-Mar-2020 06:14 PM EDT,Debit Card,VISA,20
10-Mar-2020 05:50 PM EDT,Debit Card,VISA,14.6
10-Mar-2020 05:49 PM EDT,Debit Card,MC,24.29
10-Mar-2020 05:48 PM EDT,Debit Card,VISA,8.09
10-Mar-2020 05:26 PM EDT,Debit Card,VISA,8.7
10-Mar-2020 05:25 PM EDT,Debit Card,VISA,6.57
10-Mar-2020 05:24 PM EDT,Cash,,6.83
10-Mar-2020 04:54 PM EDT,Cash,,12.78
10-Mar-2020 04:24 PM EDT,Debit Card,VISA,11.62
10-Mar-2020 03:54 PM EDT,Debit Card,VISA,17.44
10-Mar-2020 03:51 PM EDT,Debit Card,VISA,28.43
10-Mar-2020 03:18 PM EDT,Debit Card,MC,5.62
10-Mar-2020 03:06 PM EDT,Cash,,0.97
10-Mar-2020 02:23 PM EDT,Cash,,6.74
10-Mar-2020 01:39 PM EDT,Credit Card,AMEX,4.68
09-Mar-2020 09:43 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:42 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 09:42 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:41 PM EDT,Debit Card,VISA,12.94
09-Mar-2020 09:35 PM EDT,Credit Card,DISCOVER,6.47
09-Mar-2020 09:35 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:34 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:34 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:33 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:30 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 09:27 PM EDT,Debit Card,MC,12.94
09-Mar-2020 09:20 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:20 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:18 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 09:17 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:11 PM EDT,Debit Card,VISA,12.94
09-Mar-2020 09:11 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 09:09 PM EDT,Debit Card,MC,6.47
09-Mar-2020 09:08 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 09:03 PM EDT,Debit Card,VISA,19.41
09-Mar-2020 09:01 PM EDT,Credit Card,VISA,6.47
09-Mar-2020 08:38 PM EDT,Debit Card,MC,6.47
09-Mar-2020 08:29 PM EDT,Debit Card,VISA,22.35
09-Mar-2020 08:29 PM EDT,Gift Cards,,10
09-Mar-2020 08:28 PM EDT,Credit Card,DISCOVER,12.94
09-Mar-2020 08:26 PM EDT,Debit Card,MC,6.47
09-Mar-2020 08:26 PM EDT,Debit Card,MC,6.47
09-Mar-2020 08:24 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 08:24 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 08:24 PM EDT,Debit Card,MC,6.47
09-Mar-2020 08:23 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 08:23 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 08:09 PM EDT,Debit Card,MC,6.47
09-Mar-2020 08:07 PM EDT,Debit Card,VISA,12.94
09-Mar-2020 08:03 PM EDT,Debit Card,MC,51.75
09-Mar-2020 08:01 PM EDT,Debit Card,MC,6.47
09-Mar-2020 08:01 PM EDT,Debit Card,MC,6.47
09-Mar-2020 08:01 PM EDT,Debit Card,MC,6.47
09-Mar-2020 07:59 PM EDT,Debit Card,MC,12.94
09-Mar-2020 07:59 PM EDT,Credit Card,DISCOVER,12.94
09-Mar-2020 07:58 PM EDT,Debit Card,MC,6.47
09-Mar-2020 07:58 PM EDT,Debit Card,MC,6.47
09-Mar-2020 07:51 PM EDT,Gift Cards,,3.83
09-Mar-2020 07:49 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 07:48 PM EDT,Debit Card,MC,12.94
09-Mar-2020 07:47 PM EDT,Debit Card,MC,12.94
09-Mar-2020 07:43 PM EDT,Debit Card,MC,6.47
09-Mar-2020 07:41 PM EDT,Credit Card,VISA,7.94
09-Mar-2020 07:41 PM EDT,Gift Cards,,5
09-Mar-2020 07:40 PM EDT,Debit Card,MC,6.47
09-Mar-2020 07:37 PM EDT,Debit Card,VISA,25.88
09-Mar-2020 07:34 PM EDT,Debit Card,VISA,25.88
09-Mar-2020 07:22 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 07:20 PM EDT,Debit Card,MC,6.47
09-Mar-2020 07:19 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 07:18 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 07:18 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 07:18 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 07:17 PM EDT,Credit Card,VISA,6.47
09-Mar-2020 07:17 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 07:03 PM EDT,Debit Card,MC,6.47
09-Mar-2020 07:02 PM EDT,Debit Card,VISA,12.94
09-Mar-2020 07:01 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 07:00 PM EDT,Debit Card,MC,12.94
09-Mar-2020 06:55 PM EDT,Debit Card,MC,12.94
09-Mar-2020 06:55 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 06:54 PM EDT,Credit Card,DISCOVER,6.47
09-Mar-2020 06:54 PM EDT,Debit Card,MC,6.47
09-Mar-2020 06:39 PM EDT,Debit Card,MC,12.94
09-Mar-2020 06:34 PM EDT,Debit Card,VISA,12.94
09-Mar-2020 06:32 PM EDT,Debit Card,MC,6.47
09-Mar-2020 06:32 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 06:32 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 06:31 PM EDT,Credit Card,MC,12.94
09-Mar-2020 06:23 PM EDT,Credit Card,MC,6.47
09-Mar-2020 06:19 PM EDT,Debit Card,MC,19.41
09-Mar-2020 06:06 PM EDT,Debit Card,MC,19.41
09-Mar-2020 05:58 PM EDT,Debit Card,VISA,12.94
09-Mar-2020 05:58 PM EDT,Credit Card,MC,9.41
09-Mar-2020 05:57 PM EDT,Gift Cards,,10
09-Mar-2020 05:53 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 05:50 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 05:45 PM EDT,Credit Card,VISA,12.94
09-Mar-2020 05:44 PM EDT,Debit Card,VISA,12.94
09-Mar-2020 05:44 PM EDT,Credit Card,VISA,6.47
09-Mar-2020 05:43 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 05:39 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 05:38 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 05:37 PM EDT,Debit Card,MC,12.94
09-Mar-2020 05:35 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 05:30 PM EDT,Gift Cards,,6.47
09-Mar-2020 05:24 PM EDT,Debit Card,MC,6.47
09-Mar-2020 05:22 PM EDT,Debit Card,VISA,19.41
09-Mar-2020 05:21 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 05:21 PM EDT,Debit Card,MC,6.47
09-Mar-2020 05:19 PM EDT,Credit Card,VISA,12.94
09-Mar-2020 05:19 PM EDT,Credit Card,VISA,12.94
09-Mar-2020 05:17 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 05:15 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 05:14 PM EDT,Debit Card,MC,25.88
09-Mar-2020 05:14 PM EDT,Debit Card,MC,12.94
09-Mar-2020 05:07 PM EDT,Cash,,6.47
09-Mar-2020 05:05 PM EDT,Cash,,6.23
09-Mar-2020 05:05 PM EDT,Credit Card,MC,6.23
09-Mar-2020 05:04 PM EDT,Debit Card,MC,0.24
09-Mar-2020 05:03 PM EDT,Cash,,6.47
09-Mar-2020 04:56 PM EDT,Cash,,6.47
09-Mar-2020 04:56 PM EDT,Cash,,12.94
09-Mar-2020 04:55 PM EDT,Debit Card,MC,6.47
09-Mar-2020 04:55 PM EDT,Cash,,6.47
09-Mar-2020 04:40 PM EDT,Cash,,12.94
09-Mar-2020 04:17 PM EDT,Debit Card,VISA,19.41
09-Mar-2020 04:15 PM EDT,Debit Card,VISA,19.41
09-Mar-2020 04:13 PM EDT,Debit Card,VISA,12.94
09-Mar-2020 04:09 PM EDT,Cash,,12.94
09-Mar-2020 04:06 PM EDT,Credit Card,VISA,12.94
09-Mar-2020 04:04 PM EDT,Credit Card,MC,6.47
09-Mar-2020 03:55 PM EDT,Cash,,6.47
09-Mar-2020 03:54 PM EDT,Cash,,6.47
09-Mar-2020 03:39 PM EDT,Debit Card,VISA,6.47
09-Mar-2020 03:38 PM EDT,Credit Card,MC,19.41
